Provincia,,Localidad,ADSL,CABLEMODEM,,FIBRAOPTICA,4G,3G,,WIRELESS,
SAN LUIS,,Luján,--,--,,--,--,--,,SI,--
,Ayacucho,Pampa Grande,--,,--,SI,--,,--,--,--
SAN LUIS,Ayacucho,Pozo Del Molle,,--,--,--,,,--,--,
SAN LUIS,Ayacucho,,--,--,--,,SI,--,--,SI,SI
SAN LUIS,,Río Juan Gómez,--,--,,--,--,--,,,--
SAN LUIS,Ayacucho,Rodeo De Cadenas,,--,--,--,,--,--,--,
,Belgrano,Villa de la Quebrada,,,--,SI,,,--,SI,
,Belgrano,Villa General Roca,--,,--,SI,--,,--,,--
,Chacabuco,Balcarce,,,--,--,,,--,,--
SAN LUIS,,Colonia Zubelzu,--,--,,--,--,--,,--,
SAN LUIS,,,--,--,,,SI,SI,,SI,SI
SAN LUIS,Chacabuco,Cortaderas,,,--,SI,,SI,SI,SI,--
,Chacabuco,El Algarrobal,--,,--,SI,--,,--,,--
,Chacabuco,El Churrasco,,,--,--,,,--,--,--
SAN LUIS,Chacabuco,El Recuerdo,,--,--,--,,--,--,--,
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,Chacabuco,,--,--,--,,--,--,--,,--
SAN LUIS,Chacabuco,,--,--,--,,--,--,--,--,
SAN LUIS,,La Celestina,--,--,,--,--,--,,--,
,Chacabuco,Las Rosas,,--,--,--,,--,--,,--
,Chacabuco,Naschel,--,,--,--,SI,,SI,SI,--
SAN LUIS,,Papagayos,--,--,,--,--,--,,SI,--
SAN LUIS,,,--,--,,,--,--,,--,
SAN LUIS,Chacabuco,Punta De La Loma,,--,--,--,,--,--,--,--
,Chacabuco,Renca,,,--,--,,,--,,--
SAN LUIS,Chacabuco,,--,--,--,,--,--,--,--,--
SAN LUIS,,,--,--,,,--,--,,--,
SAN LUIS,,San Pablo,--,--,,--,--,--,,,--
SAN LUIS,,,--,--,--,,--,--,--,--,--
,Chacabuco,Tilisarao,--,,--,--,SI,,--,SI,
SAN LUIS,Chacabuco,Villa del Carmen,,--,--,--,,--,SI,SI,--
SAN LUIS,,,--,--,,,SI,--,,,--
SAN LUIS,,San Ignacio,--,--,,--,--,--,,,--
SAN LUIS,Ayacucho,,--,--,--,,--,--,--,--,
SAN LUIS,,,--,--,,,--,--,,--,--
SAN LUIS,Ayacucho,Santa Ana,,--,--,--,,--,--,,--
,Ayacucho,Santa Rosa De Catantal,,,--,--,,,--,--,--
,Ayacucho,Santa Teresa,--,,--,--,--,,--,--,--
SAN LUIS,Ayacucho,Santo Domingo,,--,--,--,,,--,--,
SAN LUIS,,Talita,--,--,,--,--,--,,--,--
SAN LUIS,Belgrano,,--,--,,,--,--,--,,--
,Belgrano,Bella Estancia,,,--,--,,,--,--,
,Belgrano,Buen Orden,--,,--,--,--,,--,--,--
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,Belgrano,,--,--,--,,--,--,--,--,--
,Belgrano,El Recodo,,,--,--,,,--,--,
SAN LUIS,Belgrano,Estancia De Amieva,,--,--,--,,--,--,--,
SAN LUIS,Belgrano,Hualtaran,,,--,--,,--,--,,--
,Belgrano,La Calera,--,,--,SI,--,,SI,,--
SAN LUIS,Belgrano,,--,--,--,,--,--,,--,
SAN LUIS,,Los Molles,--,--,,--,--,--,,SI,
,Belgrano,Los Ramblones,--,,--,--,--,,--,,--
,Belgrano,Naranjo Esquino,,,--,--,,,--,--,--
SAN LUIS,Belgrano,Nogolí,,--,--,SI,,--,SI,SI,
,Belgrano,Pozo Cavado,,,--,--,,,--,--,
SAN LUIS,Belgrano,,--,--,--,,--,--,--,,--
SAN LUIS,,Represa Del Carmen,--,--,,--,--,--,,,--
SAN LUIS,,San Antonio,--,--,,--,--,--,,--,
SAN LUIS,,,--,--,,,--,--,,SI,
,Belgrano,Santa Rosa Del Gigante,--,,--,--,--,,--,--,--
,Belgrano,Suyuque Nuevo,,,--,--,,,--,,--
SAN LUIS,Belgrano,,--,--,--,,--,--,--,--,
SAN LUIS,,Villa Larca,--,--,,--,SI,SI,,SI,--
,Coronel Pringles,Balde De La Isla,--,,--,--,--,,--,,--
SAN LUIS,Coronel Pringles,Carolina,,--,--,--,,--,SI,SI,--
SAN LUIS,,Cerros Largos,--,--,,,--,--,,--,
SAN LUIS,Coronel Pringles,,--,--,--,,--,--,--,--,--
SAN LUIS,,,--,--,,,--,--,,--,--
SAN LUIS,,El Baldecito,--,--,,--,--,--,,,--
,Coronel Pringles,El Durazno,,,--,--,,,--,SI,--
,Coronel Pringles,El Trapiche,--,,--,--,SI,,SI,SI,
SAN LUIS,,Eleodoro Lobos,--,--,,--,SI,SI,,,--
SAN LUIS,,,--,--,--,,--,--,--,--,--
SAN LUIS,,Fraga,--,--,,SI,SI,--,,SI,--
SAN LUIS,,,--,--,,,--,--,,--,
,Coronel Pringles,La Bajada,--,,--,--,--,,--,SI,--
,Coronel Pringles,La Florida,,,--,--,,,--,,--
SAN LUIS,Coronel Pringles,La Petra,,--,--,--,,--,--,--,
,Coronel Pringles,La Toma,SI,,--,--,SI,,--,SI,--
SAN LUIS,Coronel Pringles,,--,--,--,,SI,SI,--,,--
SAN LUIS,,,--,--,,--,--,SI,,--,--
,Coronel Pringles,Las Pircas,,,--,--,,,--,--,
SAN LUIS,Coronel Pringles,Loma Alta,,--,--,--,,--,--,--,
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,,Pampa Del Tamboreo,--,--,,--,--,--,,,--
,Coronel Pringles,Paso Del Rey,,,--,--,,,--,--,--
,Coronel Pringles,Río Grande,--,,--,--,--,,--,SI,
,Coronel Pringles,Riocito,,,--,--,--,,--,,--
SAN LUIS,Coronel Pringles,Saladillo,,--,--,SI,,SI,--,,--
SAN LUIS,,Valle De Pancanta,--,--,,--,--,--,,--,
SAN LUIS,General Pedernera,,--,--,--,,--,--,--,--,
SAN LUIS,General Pedernera,Caldenadas,,--,--,--,,--,--,--,--
,General Pedernera,Colonia Don Antonio,,,--,--,,,--,,--
,General Pedernera,Coronel Alzogaray,--,,--,--,--,,--,--,--
,General Pedernera,Country Club Los Caldenes,,,--,--,,,--,--,
SAN LUIS,,Dique Vulpiani,--,--,,--,SI,SI,,,--
SAN LUIS,,,--,--,,,SI,--,,,--
SAN LUIS,General Pedernera,,--,--,--,,--,--,SI,SI,
SAN LUIS,,Justo Daract,SI,--,,--,SI,SI,,SI,
SAN LUIS,General Pedernera,La Angelina,,--,--,--,,--,--,,--
,General Pedernera,La Esquina,,,--,--,,,--,--,--
SAN LUIS,,,--,--,,,--,--,,SI,--
SAN LUIS,General Pedernera,,--,--,--,,SI,SI,--,--,
,General Pedernera,Las Isletas,,,--,--,,,--,--,--
,General Pedernera,Lavaisse,--,,--,--,--,,--,,--
SAN LUIS,,,--,--,,,SI,SI,,--,--
SAN LUIS,,Nación Ranquel,--,--,,--,--,--,,--,
SAN LUIS,,,--,--,,--,--,--,,,--
SAN LUIS,General Pedernera,,--,--,--,,--,--,--,SI,--
,San Lorenzo,Coronel Arnold,--,,--,SI,SI,,SI,--,
SANTA FE,San Lorenzo,Fray Luis Beltrán,,SI,--,SI,,SI,SI,--,--
SANTA FE,San Lorenzo,,SI,--,--,,SI,SI,SI,--,--
SANTA FE,,,--,SI,,,SI,--,,,--
SANTA FE,,Puerto General San Martín,--,--,,SI,SI,SI,,SI,SI
SANTA FE,,,SI,--,--,,SI,SI,SI,SI,
,San Lorenzo,Ricardone,SI,,--,SI,SI,,SI,SI,SI
SANTA FE,San Lorenzo,Roldán,,SI,--,SI,,SI,SI,,--
SANTA FE,San Lorenzo,San Jerónimo Sud,,SI,--,SI,,SI,SI,--,
,Aguirre,Casares,,,--,--,,,--,--,--
SANTA FE,General Obligado,,SI,SI,--,,SI,SI,SI,,SI
SANTA FE,,,SI,--,,,SI,--,,--,--
,General Obligado,Ingeniero Chanourdie,--,,--,--,--,,SI,SI,
SANTA FE,General Obligado,La Isleta,,--,--,--,,--,--,--,
SANTA FE,General Obligado,,--,--,--,,SI,--,SI,SI,--
SANTA FE,,Lanteri,--,--,,--,SI,SI,,,--
,General Obligado,Las Garzas,,--,--,--,,--,SI,--,
,General Obligado,Las Toscas,SI,,--,SI,SI,,SI,SI,
,General Obligado,Los Laureles,,,--,--,,,SI,,--
SANTA FE,General Obligado,Malabrigo,,SI,--,--,,SI,SI,,--
SANTA FE,,,--,--,,,--,--,,--,
SANTA FE,General Obligado,,--,--,--,,SI,--,SI,--,--
SAN LUIS,Junín,Talita,,--,--,--,,--,--,SI,SI
,La Capital,Alto Pelado,--,,--,--,,,--,,--
SAN LUIS,La Capital,Alto Pencoso,,,--,SI,,--,--,SI,
,La Capital,Balde,--,,--,SI,SI,,--,SI,SI
SAN LUIS,La Capital,,--,--,--,,--,--,,,--
SAN LUIS,,Boca Del Tigre,--,--,,--,--,--,,,SI
SAN LUIS,,,--,--,,,--,--,,SI,
SAN LUIS,La Capital,,--,--,--,,--,--,--,--,
,La Capital,Charlone,,,--,--,,,--,--,--
SAN LUIS,La Capital,Chosmes,,--,--,--,,SI,--,,--
SAN LUIS,La Capital,,--,--,--,,--,--,--,--,
SAN LUIS,,Daniel Donovan,--,--,,--,--,--,,--,--
,La Capital,Desaguadero,--,,--,SI,--,,--,,--
SAN LUIS,La Capital,El Charabon,,--,--,--,,,--,--,--
SAN LUIS,,El Chorrillo,--,--,,--,SI,SI,,--,
SAN LUIS,La Capital,,--,SI,,,--,--,SI,SI,--
SAN LUIS,La Capital,,--,--,--,,--,--,--,--,--
SAN LUIS,,,--,--,,,--,--,,,--
SAN LUIS,La Capital,Juan W. Gez,,--,--,--,,--,--,--,--
,La Capital,Juana Koslay,,,SI,SI,,,SI,SI,
SAN LUIS,,,--,SI,,SI,SI,SI,,,--
SAN LUIS,La Capital,,--,--,--,,--,--,--,SI,SI
SAN LUIS,,,--,--,,,--,--,,--,
SALTA,,San Ramón de la Nueva Orán,SI,SI,,SI,SI,SI,,--,SI
,Orán,Urundel,,,--,SI,,,SI,,SI
,Rivadavia,Alto de la Sierra,--,,--,SI,--,,--,SI,--
,Rivadavia,Capitán Juan Pagé,--,,--,--,--,,--,SI,--
SALTA,Rivadavia,Coronel Juan Solá,,--,--,SI,,SI,SI,SI,
SALTA,,,--,--,,,--,--,,--,--
SALTA,Rivadavia,,--,--,--,,SI,--,--,,SI
SALTA,Rivadavia,Los Blancos,,--,--,--,,--,--,SI,
,Rivadavia,Pluma de Pato,,,--,--,,,--,SI,--
SALTA,,Rivadavia,--,--,,SI,SI,--,,,--
SALTA,,,--,--,,,--,--,,--,--
,Rivadavia,Santa Rosa,--,,--,--,--,,--,--,
,Rivadavia,Santa Victoria Este,,,--,SI,,,SI,SI,
SALTA,Rosario de la Frontera,Antilla,,--,--,SI,,--,--,,SI
,Rosario de la Frontera,Copo Quile,--,,--,SI,,,--,,--
SALTA,Rosario de la Frontera,,--,--,--,,SI,SI,--,--,SI
RIO NEGRO,,Naupa Huen,--,--,,SI,--,--,,--,
,El Cuy,Paso Córdova,,,--,--,,,--,,--
RIO NEGRO,El Cuy,Valle Azul,,--,--,--,,--,SI,SI,SI
,General Roca,Allen,,,SI,SI,SI,,SI,SI,
RIO NEGRO,General Roca,Bajo San Cayetano,,--,--,--,,SI,--,SI,
RIO NEGRO,,Barda del Medio,--,--,,--,SI,SI,,SI,SI
RIO NEGRO,General Roca,,--,--,--,,--,--,--,,--
RIO NEGRO,,,--,--,,,--,--,,--,
RIO NEGRO,,Barrio Calle Ciega Nº6,--,--,,--,--,--,,--,
,General Roca,Barrio Canale,,,--,--,,,--,,--
,General Roca,Barrio Chacra Monte,--,,--,--,SI,,SI,,--
RIO NEGRO,,Barrio Costa Este,--,--,,--,--,--,,--,--
RIO NEGRO,General Roca,,--,--,--,,--,--,,--,
RIO NEGRO,General Roca,Barrio Costa Oeste,,--,--,--,,SI,--,--,--
,General Roca,Barrio Destacamento,--,,--,--,--,,--,,SI
RIO NEGRO,General Roca,,--,--,--,,--,--,--,SI,--
RIO NEGRO,,,--,--,,--,--,--,,--,
RIO NEGRO,,Barrio El Petróleo,--,--,,--,--,--,,,--
RIO NEGRO,,,--,--,,,SI,SI,,--,--
,General Roca,Barrio Emergente,--,,--,--,--,,--,--,
,General Roca,Barrio Fátima,,,--,--,,,--,SI,--
RIO NEGRO,General Roca,,--,--,,,--,--,--,,--
RIO NEGRO,,Barrio Goretti,--,--,,--,--,--,,,--
RIO NEGRO,,Prahuaniyeu,--,--,,--,--,--,,--,
RIO NEGRO,,,--,--,,,SI,--,,SI,SI
,9 de Julio,Treneta,--,,--,--,--,,--,,--
,9 de Julio,Yaminué,,,--,--,,,--,SI,--
RIO NEGRO,Adolfo Alsina,Bahía Creek,,--,--,--,,--,--,--,--
,Adolfo Alsina,El Cóndor,--,,--,--,,,SI,SI,
RIO NEGRO,Adolfo Alsina,,--,--,--,,--,--,--,--,--
RIO NEGRO,,Guardia Mitre,--,--,,--,SI,--,,,SI
,Adolfo Alsina,La Lobería,,,--,--,,,--,--,
RIO NEGRO,Adolfo Alsina,Loteo Costa de Río,,--,--,--,,--,--,--,
RIO NEGRO,,,--,--,,,--,--,,,--
RIO NEGRO,,San Javier,--,--,,--,--,--,,,SI
,Adolfo Alsina,Viedma,,,SI,SI,,,SI,SI,
,Avellaneda,Barrio Unión,--,,--,--,--,,--,--,--
,Avellaneda,Chelforó,--,,--,--,--,,--,,--
RIO NEGRO,Avellaneda,Chimpay,,--,--,SI,,SI,--,,SI
RIO NEGRO,,,SI,SI,,,SI,SI,,SI,
SALTA,Rosario de la Frontera,,--,--,--,,--,--,--,--,
RIO NEGRO,Avellaneda,Coronel Belisle,,--,--,SI,,SI,SI,,SI
,Avellaneda,Darwin,,,--,SI,,,--,SI,SI
,Avellaneda,Lamarque,--,,SI,SI,SI,,SI,SI,
RIO NEGRO,Avellaneda,Luis Beltrán,,SI,SI,SI,,,SI,SI,
RIO NEGRO,,Pomona,--,SI,,--,SI,SI,,,SI
RIO NEGRO,Bariloche,,--,--,,,SI,SI,--,,--
RIO NEGRO,Bariloche,,--,--,--,,SI,SI,--,--,--
RIO NEGRO,,,--,--,,,SI,SI,,--,
RIO NEGRO,Bariloche,El Bolsón,,SI,--,SI,,SI,SI,,SI
,Bariloche,El Foyel,,,--,--,,,--,,SI
RIO NEGRO,,,--,--,,--,--,--,,--,
RIO NEGRO,Bariloche,,--,--,--,,--,--,SI,--,SI
RIO NEGRO,General Roca,Barrio Guerrico,,,SI,SI,,SI,SI,,--
,General Roca,Barrio Isla 10,--,,--,--,--,,--,SI,--
RIO NEGRO,General Roca,,--,--,--,,--,--,,SI,
RIO NEGRO,,Barrio La Costa,--,--,,--,--,--,,--,--
RIO NEGRO,,,--,--,,,--,--,,SI,--
RIO NEGRO,General Roca,,--,--,--,,--,--,--,,--
,General Roca,Barrio La Herradura,,,--,--,,,--,--,--
RIO NEGRO,General Roca,Barrio La Lor,,--,--,--,,SI,--,--,
RIO NEGRO,General Roca,,--,--,--,,SI,SI,--,,--
RIO NEGRO,,Barrio Las Angustias,--,--,,--,SI,SI,,,--
RIO NEGRO,General Roca,,--,--,--,,--,--,--,SI,--
RIO NEGRO,,Barrio Mar del Plata,--,--,,--,--,--,,SI,
,General Roca,Barrio María Elvira,,--,--,--,,SI,--,--,--
,General Roca,Barrio Moño Azul,--,,--,--,--,,--,,--
,General Roca,Barrio Mosconi,,,--,--,,,SI,SI,
RIO NEGRO,General Roca,Barrio Norte (municipio de Cinco Saltos),,--,--,--,,--,--,--,--
RIO NEGRO,,,--,--,,,--,--,,,--
RIO NEGRO,General Roca,,--,--,--,,--,--,--,SI,--
RIO NEGRO,General Roca,Barrio Pino Azul,,--,--,--,,SI,--,--,
,General Roca,Barrio Porvenir,--,,--,--,,,--,SI,
RIO NEGRO,,Barrio Presidente Perón,--,--,,--,--,--,,,--
RIO NEGRO,,,--,--,--,,--,--,--,,--
,General Roca,Barrio Puente De Madera,--,,--,--,--,,--,--,--
RIO NEGRO,General Roca,Barrio Santa Lucia,,--,--,--,,--,--,SI,
RIO NEGRO,General Roca,Barrio Santa Rita,,--,--,--,,--,--,,--
,General Roca,Barrio Tres Luces,,,--,--,,,--,,--
RIO NEGRO,General Roca,,--,--,--,,SI,SI,--,SI,
RIO NEGRO,,,--,SI,,,SI,--,,SI,
,General Roca,Chichinales,--,,--,SI,SI,,SI,SI,SI
RIO NEGRO,General Roca,Cinco Saltos,,--,SI,SI,,SI,SI,,SI
,General Roca,Cipolletti,,,SI,SI,,,SI,SI,
,General Roca,Contralmirante Cordero,--,,--,--,SI,,SI,SI,
RIO NEGRO,,,--,--,,,SI,SI,,,--
RIO NEGRO,,General Enrique Godoy,--,--,,SI,SI,SI,,,SI
RIO NEGRO,,,SI,--,,SI,SI,SI,,SI,
RIO NEGRO,General Roca,,SI,SI,SI,,SI,SI,SI,SI,SI
,General Roca,Ingeniero Luis A. Huergo,SI,,SI,SI,SI,,SI,,SI
RIO NEGRO,General Roca,Ingeniero Otto Krause,,--,--,--,,--,--,,--
RIO NEGRO,General Roca,,--,--,--,,SI,--,--,SI,SI
RIO NEGRO,,,--,--,,,--,--,,SI,
,General Roca,Península Ruca Co,--,,--,--,--,,--,--,--
,General Roca,Peñas Blancas,,,--,--,,,--,,SI
RIO NEGRO,,Puente Cero,--,--,,--,SI,SI,,SI,--
RIO NEGRO,,,--,--,,,SI,--,,SI,
RIO NEGRO,General Roca,,--,--,--,,--,--,--,,--
RIO NEGRO,,Villa Alberdi,--,--,,--,--,--,,SI,--
RIO NEGRO,General Roca,Villa del Parque,,--,--,--,,--,--,SI,
,General Roca,Villa Manzano,,,--,--,,,SI,SI,SI
RIO NEGRO,,,SI,--,,,SI,SI,,,SI
RIO NEGRO,General Roca,,--,--,--,,--,SI,--,,--
RIO NEGRO,,Las Bayas,--,--,,--,--,--,,--,
RIO NEGRO,Pichi Mahuida,,--,SI,--,,SI,--,--,SI,SI
,Pichi Mahuida,Juventud Unida,--,,--,SI,,,--,,--
RIO NEGRO,Pichi Mahuida,Pichi Mahuida,,--,--,--,,--,--,--,--
,Pichi Mahuida,Río Colorado,,,SI,SI,,,SI,SI,SI
,Pichi Mahuida,Salto Andersen,--,,--,--,--,,--,--,
RIO NEGRO,,,--,--,,,--,--,,--,--
RIO NEGRO,,Comallo,--,--,,SI,SI,--,,,SI
,Pilcaniyeu,Dina Huapi,SI,,SI,SI,SI,,SI,SI,
,Pilcaniyeu,Laguna Blanca,,--,--,--,,--,--,--,SI
RIO NEGRO,Pilcaniyeu,,--,--,--,,--,--,--,,--
RIO NEGRO,,Paso Flores,--,--,,,--,--,,--,SI
RIO NEGRO,Pilcaniyeu,Pilcaniyeu,,--,--,--,,--,--,--,
,Pilcaniyeu,Pilquiniyeu del Limay,--,,--,SI,--,,--,--,
,Pilcaniyeu,Villa Llanquín,--,,--,--,--,,--,,SI
,San Antonio,El Empalme,,,--,--,,,--,,--
RIO NEGRO,,Las Grutas,SI,--,,SI,SI,SI,,--,SI
RIO NEGRO,,,--,--,,,--,--,,SI,
SAN JUAN,Chimbas,Chimbas,,--,SI,SI,,SI,SI,,--
,Chimbas,El Mogote,--,,--,--,--,,--,--,--
,Chimbas,Villa Paula Albarracin,--,,--,--,SI,,--,SI,
SAN JUAN,Iglesia,Angualasto,,--,--,--,,--,--,SI,
SAN JUAN,,Bella Vista,--,--,,,--,--,,,SI
SAN JUAN,Iglesia,,--,--,--,,--,--,SI,SI,SI
SAN JUAN,,,--,--,,,SI,SI,,SI,
SAN JUAN,,Pismanta,--,--,,--,--,--,,SI,
,Iglesia,Rodeo,,,--,--,,,SI,,--
,Iglesia,Tudcum,--,,--,--,--,,SI,,SI
SAN JUAN,,El Fical,--,--,,--,--,--,,--,
SAN JUAN,,,--,--,--,,--,--,--,--,--
SAN JUAN,Jáchal,El Médano,,--,--,--,,--,--,,--
,Jáchal,Gran China,,,--,--,,,--,SI,--
SAN JUAN,Jáchal,,--,--,--,,--,--,SI,SI,
SAN JUAN,,La Falda,--,--,,--,--,--,,--,--
SAN JUAN,,Mogna,--,--,,--,--,--,,SI,--
SAN JUAN,,,--,--,,,SI,--,,,--
,Jáchal,Pampa Vieja,--,,--,--,--,,--,SI,--
,Jáchal,San Isidro,,,--,--,,,--,SI,
RIO NEGRO,San Antonio,,SI,--,--,,--,--,SI,,SI
RIO NEGRO,,Punta Colorada,--,--,,--,--,--,,,--
RIO NEGRO,,,--,--,,,--,--,,SI,
RIO NEGRO,San Antonio,,SI,--,SI,,SI,SI,SI,SI,SI
,San Antonio,Sierra Grande,,,SI,SI,,,SI,,SI
RIO NEGRO,Valcheta,Aguada Cecilio,,--,--,SI,,--,--,--,--
RIO NEGRO,Valcheta,Arroyo Los Berros,,,--,--,,--,--,--,SI
,Valcheta,Arroyo Ventana,--,,--,--,--,,SI,--,
RIO NEGRO,Valcheta,,--,--,--,,--,--,,--,--
RIO NEGRO,,Sierra Pailemán,--,--,,--,--,--,,,SI
,Valcheta,Valcheta,--,,--,SI,SI,,SI,SI,
,Anta,Apolinario Saravia,,,--,SI,,,SI,SI,
SALTA,Anta,,--,--,--,,--,--,--,,SI
SALTA,,,--,--,,,SI,SI,,,--
SALTA,Anta,Coronel Mollinedo,,--,--,--,,--,--,SI,
,Anta,Coronel Olleros,,,--,--,,,--,SI,
,Cafayate,Tolombón,--,,--,--,SI,,--,--,--
SALTA,Capital,Atocha,,--,--,SI,,,--,,--
SALTA,,El Tipal - La Almudena,--,--,,--,SI,SI,,SI,
SALTA,Capital,,--,--,,,SI,--,--,SI,
,Capital,Las Costas,,,--,--,,,--,,--
,Capital,Salta,SI,,SI,SI,SI,,SI,SI,SI
SALTA,Capital,Villa San Lorenzo,,SI,--,SI,,SI,SI,SI,
,Cerrillos,Barrio El Congreso,,,--,SI,,,--,--,
SALTA,Cerrillos,,--,--,--,,SI,--,--,--,--
SALTA,,,--,--,,,--,--,,,--
SALTA,,Barrio Los Pinares,SI,--,,SI,--,--,,SI,
SALTA,,,SI,SI,--,,SI,SI,SI,SI,
,Grl. José de San Martín,Misión Kilómetro 6,--,,--,--,--,,--,,--
SALTA,Grl. José de San Martín,Misión Tierras Fiscales,,--,--,--,,--,--,,--
SALTA,,,--,--,,,SI,SI,,SI,SI
SALTA,,San Agustín,--,--,,--,--,--,,SI,
,Cerrillos,Villa Los Álamos,,,--,--,,,--,--,--
SALTA,Chicoana,Barrio Finca La Maroma,,--,--,SI,,--,--,,--
SALTA,,,--,--,,,--,--,,SI,--
SALTA,Chicoana,,--,--,--,,--,--,--,--,
SALTA,Chicoana,,SI,--,--,,SI,SI,SI,,SI
SALTA,,El Carril,SI,--,,SI,SI,SI,,SI,SI
,General Güemes,Campo Santo,,--,--,SI,,SI,SI,SI,
,General Güemes,Cobos,--,,--,SI,SI,,--,SI,--
SALTA,,El Bordo,--,--,,SI,--,--,,,--
SALTA,,,SI,--,,,SI,SI,,,SI
SALTA,Santa Victoria,,--,--,--,,--,--,--,SI,SI
SAN JUAN,,Campo Afuera,--,--,,--,--,--,,--,
SAN JUAN,25 de Mayo,El Encón,,--,--,--,,--,--,--,--
,25 de Mayo,La Chimbera,,,--,--,,,--,,--
,25 de Mayo,Tupelí,--,,--,--,--,,--,SI,
,25 de Mayo,Villa Borjas,,,--,--,,,--,SI,--
SAN JUAN,,Villa Borjas - La Chimbera,--,--,,--,--,--,,,--
SAN JUAN,,,--,--,,,--,--,,--,--
SAN JUAN,25 de Mayo,Villa Santa Rosa,,,--,--,,SI,SI,SI,
,9 de Julio,9 de Julio,--,,--,SI,SI,,SI,SI,
SAN JUAN,,,--,--,,,SI,SI,,,--
SAN JUAN,9 de Julio,,--,--,--,,--,--,--,,--
,9 de Julio,Las Chacritas,--,,--,--,SI,,--,SI,
SAN JUAN,Albardón,El Rincón,,--,SI,--,,SI,SI,SI,
,Albardón,La Cañada,,,--,--,,,--,,--
,Albardón,Villa Ampacama,--,,--,--,--,,--,--,--
SAN JUAN,,,--,--,,,--,--,,SI,
SAN JUAN,,Villa General San Martín - Campo Afuera,--,--,,--,--,--,,SI,
,Angaco,Las Tapias,--,,--,--,--,,SI,--,--
SAN JUAN,Angaco,Villa El Salvador,,--,--,--,,,--,,--
,Calingasta,Barreal,--,,--,--,SI,,--,--,
,Calingasta,Barreal - Villa Pituil,,,SI,--,,,SI,SI,--
SAN JUAN,,Calingasta,--,--,,--,--,SI,,,SI
SAN JUAN,,,--,--,,,--,SI,,,--
SAN JUAN,Calingasta,,--,--,--,,--,--,--,--,
SAN JUAN,,San Juan,SI,SI,,,SI,SI,,SI,
SAN JUAN,Caucete,Barrio Justo P. Castro IV,,--,--,--,,--,--,--,--
,Caucete,Bermejo,--,,--,--,--,,SI,,SI
SAN JUAN,,,SI,--,,,SI,SI,,SI,
SAN JUAN,Caucete,,--,--,--,,--,--,--,--,--
,Caucete,Las Talas,,,--,--,,,--,,--
,Caucete,Las Talas - Los Médanos,--,,--,--,--,,--,--,--
SAN JUAN,,,--,--,,,--,--,,--,
SAN JUAN,,Marayes,--,--,,--,--,--,,--,--
SAN JUAN,,Pie de Palo,--,--,,--,SI,--,,--,--
SAN JUAN,Caucete,,--,--,--,,--,--,--,,--
,Caucete,Villa Independencia,--,,--,--,,,--,SI,--
SALTA,Rosario de la Frontera,Rosario de la Frontera,,SI,--,SI,,SI,SI,SI,
SALTA,Rosario de la Frontera,,--,--,--,,--,--,--,,--
SALTA,,,SI,--,,,SI,SI,,SI,SI
SALTA,Rosario de Lerma,,--,--,--,,SI,SI,--,SI,
SALTA,,,SI,--,,,--,--,,SI,SI
SALTA,Rosario de Lerma,Rosario de Lerma,,SI,--,SI,,SI,SI,,SI
,San Carlos,Angastaco,,,--,SI,,,--,SI,--
,San Carlos,Animaná,--,,--,--,SI,,SI,SI,SI
,San Carlos,El Barrial,,,--,--,,--,--,--,
SALTA,,San Carlos,--,--,,SI,SI,--,,SI,SI
SALTA,Santa Victoria,,--,--,--,,--,--,,,--
,Santa Victoria,Campo La Cruz,,,--,--,,,--,--,
,Santa Victoria,Los Toldos,--,,--,SI,--,,--,SI,
SALTA,,,--,--,,,--,--,,,--
SALTA,Santa Victoria,,--,--,--,,--,--,--,,--
,Iguazú,Wanda,,,--,SI,,,SI,--,
MISIONES,Leandro N. Alem,Almafuerte,,--,--,--,,--,--,SI,--
MISIONES,Leandro N. Alem,Arroyo del Medio,,--,--,--,,,--,SI,--
,Leandro N. Alem,Caá - Yarí,--,,--,--,--,,--,,--
MISIONES,Leandro N. Alem,,--,SI,,,SI,--,SI,SI,
MISIONES,,Dos Arroyos,--,--,,SI,SI,--,,--,
,Leandro N. Alem,Gobernador López,--,,--,--,SI,,SI,,--
,Leandro N. Alem,Leandro N. Alem,,,--,SI,,,SI,--,--
MISIONES,Leandro N. Alem,Olegario V. Andrade,,--,--,--,,--,--,SI,
,Leandro N. Alem,Villa Libertad (Municipio Caá Yarí),--,,--,--,--,,--,--,
MISIONES,Leandro N. Alem,,--,SI,--,,--,--,--,,--
MISIONES,,Capioví,SI,SI,,,SI,SI,,SI,SI
MISIONES,,Capioviciño,--,--,,--,--,--,,--,--
MISIONES,,,--,--,,,SI,SI,,--,
,Libertador Grl. San Martín,Garuhapé,SI,,--,--,SI,,SI,,SI
,Libertador Grl. San Martín,Mbopicuá,,,--,--,,,--,,--
MENDOZA,,,--,SI,--,,SI,SI,SI,SI,
MENDOZA,,Jaime Prats,--,--,,--,--,--,,SI,--
,San Rafael,La Llave Nueva,--,,--,--,,,SI,,--
MENDOZA,San Rafael,Las Malvinas,,--,--,--,,--,SI,SI,--
MENDOZA,,Los Reyunos,--,--,,--,SI,--,,--,
